Date,From,Subject,bioguide_id
3/25/21 17:44,"""Congressman John Garamendi"" <CA03JG.Outreach@mail.house.gov>",Weekly COVID-19 Update,G000559
3/25/21 18:12,"""Congressman Jody Hice"" <Rep.JodyHice@mail.house.gov>",America's Moral Dilemma,H001071
3/25/21 18:18,"""Rep. Randy Weber"" <RepRandyWeber@mail.house.gov>",Rep. Weber wants your feedback!,W000814
3/25/21 20:00,"""Rep. Mary Gay Scanlon"" <RepScanlon@mail.house.gov>",What My Work on this Important Subcommittee Means for You,S001205
3/25/21 20:58,"""Office of U.S. Senator Brian Schatz"" <do_not_reply@Schatz.senate.gov>",COVID-19 Update: Deadline Extension for PPP Program,S001194
3/25/21 21:01,"""Rep. Cathy McMorris Rodgers"" <noreply@mail8.housecommunications.gov>",Helping Veterans in Eastern Washington,M001159
3/26/21 8:41,"""Congressman Matt Cartwright"" <Congressman.Cartwright@mail.house.gov>",Matt's Weekly Memo - American Rescue Plan Helps to Lower Health Care Costs,C001090
3/26/21 9:15,"""Congresswoman Alma Adams"" <no-reply@mail.house.gov>",2021 Congressional Art Competition,A000370
3/26/21 9:16,"""Congressman Gerry Connolly"" <GerryConnolly@mail.house.gov>",Equal pay for equal work,C001078
3/26/21 9:34,"""Rep. Swalwell"" <repswalwell@mail8.housecommunications.gov>",Bay Area Updates,S001193
3/26/21 11:55,"""Congresswoman Debbie Dingell"" <enewsMI12@mail.house.gov>","Dingell Update: March 26, 2021",D000624
3/26/21 12:02,Congressman Bruce Westerman <info@ar04bw.congressnewsletter.net>,Westerman Wrapup 3.26.21,W000821
3/26/21 12:16,"""Congresswoman Joyce Beatty"" <congresswoman.beatty@mail.house.gov>",Get Your Questions Answered Now! | American Rescue Plan,B001281
3/26/21 12:29,"""Congressman Rick Allen"" <allen.ga@mail.house.gov>",This Week in GA-12,A000372
3/26/21 12:52,"""Congressman Paul Gosar"" <Rep.Paul.Gosar@mail.house.gov>",Gosar Reacts to Gila Bend Declaration of State of Emergency,G000565
3/26/21 13:01,"""Congressman Blaine Luetkemeyer"" <Congressman.Luetkemeyer@mail.house.gov>",Blaine's Bulletin: Securing Our Border,L000569
3/26/21 13:16,"""Senator Jacky Rosen"" <Outgoing@rosen.senate.gov>",Senator Rosen's Senate Briefing,R000608
3/26/21 13:22,"""Rep. Jason Crow"" <Rep.JasonCrow@mail.house.gov>",My heart is with Boulder.,C001121
3/26/21 13:23,"""Rep. Billy Long"" <Congressman.BillyLong@mail.house.gov>",While We're Building Bridges Let's Build One To Unity,L000576
3/26/21 13:54,"""Congressman H. Morgan Griffith"" <Griffith.News@mail.house.gov>",Reality Check for the Democrat Agenda,G000568
3/26/21 14:15,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Rep. Espaillat Announces Limited Congressional Funding Availability for Community Projects,E000297
3/26/21 14:32,"""Congressman Pete Stauber "" <Stauberpress@mail.house.gov>",Biden's Border Crisis,S001212
3/26/21 14:41,Congressman Michael Cloud <noreply@mail8.housecommunications.gov>,Reminder: Speaking Out for Compassionate Immigration Policies,M001159
3/26/21 14:45,"""Congresswoman Lisa McClain"" <MI10LM.Outreach@mail.house.gov>",Congresswoman McClain Weekly Update,M001136
3/26/21 15:01,"""Rep. Diana Harshbarger"" <repharshbarger@mail8.housecommunications.gov>",From the Desk of Congresswoman Diana Harshbarger,H001086
3/26/21 15:03,"""Rep. Alma S. Adams, Ph.D."" <no-reply@mail.house.gov>",Healthcare Special Enrollment Period (SEP) Extended through August 15,A000370
3/26/21 15:36,"""Congresswoman Gwen Moore"" <wi04ma@mail.house.gov>",Join me this Upcoming Tuesday for a Town Hall!,M001160
3/26/21 15:40,"""Congressman Anthony Brown"" <MD04AB.Outreach@mail.house.gov>","For Unemployed Americans, More Help is On the Way 💸",B001304
3/26/21 15:42,"""Rep. Dan Newhouse"" <repnewhouse@mail8.housecommunications.gov>","Happy Agriculture Week, Central Washington!",N000189
3/26/21 15:47,"""Rep. Matt Rosendale"" <repmattrosendale.noreply@mail.house.gov>",An update from my office,R000103
3/26/21 15:50,"""Office of U.S. Senator Mitt Romney"" <enewsletters@romney.senate.gov>",Re-opening schools + the crisis at the border.,R000615
3/26/21 15:55,"""Rep. Hank Johnson"" <Rep.HankJohnson@MAIL.HOUSE.GOV>",Important #StopAsianHate Event Tomorrow!,J000288
3/26/21 16:00,"""Congresswoman Jaime Herrera Beutler"" <WA03.HerreraBeutler@mail.house.gov>",New state taxes would hurt Southwest Washington,H001056
3/26/21 16:01,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Register Today for the Spring 2021 Job & Career Fair!,E000297
3/26/21 16:08,Congresswoman Liz Cheney <RepCheneyNewsletter@mail.gop.gov>,Congresswoman Liz Cheney Newsletter: March 26th,C001109
3/26/21 16:16,Congressman Jake LaTurner <replaturner@mail8.housecommunications.gov>,Weekly Update from Congressman Jake LaTurner,L000266
3/26/21 16:22,The Office of Congresswoman Nicole Malliotakis <repmalliotakis@mail8.housecommunications.gov>,"FOR IMMEDIATE RELEASE: Malliotakis Tours Eastern Shipbuilding Group, Christens Third & Final Staten Island Ferry in the Ollis-Class",M000317
3/26/21 16:59,"""Congresswoman Virginia Foxx"" <virginia.foxx.enews@mail.house.gov>",This Is Unbelievable!,F000450
3/26/21 17:06,"""Rep. Joe Morelle"" <repmorelle@mail.house.gov>",Reflecting on This Week,M001206
3/26/21 17:16,"""Congressman Tom Cole"" <tom.cole@mail.house.gov>","From Congressman Cole's Desk - March 26, 2021",C001053
3/26/21 17:18,"""Congresswoman Ann McLane Kuster"" <NH02AMIMA@mail.house.gov>",Making Progress for New Hampshire,K000382
3/26/21 17:20,Representative Victoria Spartz <repspartz@mail8.housecommunications.gov>,Update from Washington,S000929
3/26/21 17:21,"""Senator Marco Rubio"" <newsletter@rubio.senate.gov>",This Week in the Office of Senator Marco Rubio,R000595
3/26/21 17:26,"""Rep. Salud Carbajal"" <noreply.carbajal@mail.house.gov>",📢 Join me and Sen. Padilla for a Virtual Town Hall!,C001112
3/26/21 17:47,"""Rep. David B. McKinley"" <McKinley.Newsletter@mail.house.gov>",McKinley Holds Big Tech Accountable For Illegal Opioid Sales on Social Media Platforms,M001180
3/26/21 17:48,"""Rep. Barry Loudermilk"" <Barry.Loudermilk@mail.house.gov>",Rep. Loudermilk's Weekly Newsletter,L000583
3/26/21 17:51,Senator Steve Daines <info@daines.enews.senate.gov>,Daines Brings Awareness to Dangers of Asbestos Exposure,D000618
3/26/21 17:53,"""Congressman Brett Guthrie"" <Guthrie.Newsletter@mail.house.gov>",Thank you for Input on Experiences with Big Tech,G000558
3/26/21 18:03,"""Congressman Raja Krishnamoorthi"" <CongressmanRaja@mail.house.gov>",My Investigation Into Potentially Toxic Pet Collars and Other Updates,K000391
3/26/21 18:19,"""Senator Maggie Hassan"" <Donotreply@hassan.senate.gov>",Expanding Veterans’ Access to Vaccines,H001076
3/26/21 18:20,"""Rep. Scott Peters"" <RepScottPeters@public.govdelivery.com>",This week's recap - 3/26/2021,P000608
3/26/21 18:26,"""U.S. Rep. Newman"" <repnewman@mail8.housecommunications.gov>",Stop by and meet your Congresswoman tomorrow!,N000192
3/26/21 18:31,"""Rep. Ed Case"" <Ed.Case@mail.house.gov>",Newsletter Template,C001055
3/26/21 18:36,"""Senator Manchin"" <donotreply@manchin.senate.gov>",U.S. Senator Joe Manchin Newsletter - $4 Billion in Direct Federal Funding Coming to West Virginia with American Rescue Plan,M001183
3/26/21 18:42,Congresswoman Ashley Hinson <rephinson@mail8.housecommunications.gov>,On the Record with Congresswoman Hinson: Working in IA-01,H001091
3/26/21 18:46,"""Senator Rick Scott"" <Newsletter@rickscott.senate.gov>",Senator Rick Scott's Week in Review,S001217
3/26/21 18:57,"""Rep. Alma S. Adams, Ph.D."" <no-reply@mail.house.gov>","American Rescue Plan - Help Is Here!  Information Session on Tuesday, March 30 at 6p",A000370
3/26/21 18:58,"""Senator Shelley Moore Capito"" <donotreply@capito.senate.gov>",Heading Back to WV,C001047
3/26/21 19:13,"""Senator Michael Bennet"" <Senator_Bennet@bennet.senate.gov>",Senator Bennet’s Weekly Update,B001267
3/26/21 19:13,Congressman Darren Soto <repsoto@mail8.housecommunications.gov>,All Adults Eligible to Receive the COVID-19 Vaccine Soon,S001200
3/26/21 19:15,"""Representative Abigail Spanberger"" <Press.Spanberger@mail.house.gov>",Weekly Wrap-Up: your IRS questions answered,S001209
3/26/21 19:23,"""Rep. Young Kim"" <repkim@mail8.housecommunications.gov>",Serving You,K000397
3/26/21 19:33,"""e-kilili: This Week in Congress"" <ekilili@mail2.housecommunications.gov>",Marianas leads in vaccination rate,S001177
3/26/21 19:33,"""Senator Mike Lee"" <SenMikeLee@lee.senate.gov>",Washington in a Week - MORE PILT,L000577
3/26/21 20:22,"""Congressman Ed Case"" <Ed.Case@mail.house.gov>",Correction: COVID-19 Update; Survey Results; March 29th IRS/Tax Webinar; March 22nd Talk Story Replay; April 12th Tele-Talk Story Coming Up,C001055
3/26/21 20:39,"""Congressman Frank Pallone"" <congressman.pallone@mail.house.gov>",New Updates on the COVID-19 Pandemic,P000034
3/26/21 20:55,"""Office of U.S. Senator Marsha Blackburn"" <enewsletters@blackburn.senate.gov>",The Blackburn Report: Exposing Biden’s Border Crisis,B001243
3/27/21 6:01,"""Rep. Paul Tonko"" <TonkoTownHall@mail.house.gov>",Strengthening our U.S. Postal Service,T000469
3/27/21 7:38,"""Senator Chuck Grassley"" <Senator@grassley.senate.gov>",The Scoop: Biden Border Crisis,G000386
3/27/21 8:01,"""Joni K. Ernst"" <Senator@Ernst.senate.gov>",Fighting the Good Fight.,E000295
3/27/21 9:00,"""Congressman Rick Crawford"" <Crawford.Newsletter@mail.house.gov>",Good News for the Arkansas Steel Industry,C001087
3/27/21 9:09,"""Senator Ben Cardin"" <senator@cardin.senate.gov>",Georgia on My Mind,C000141
3/27/21 9:19,"""Congressman Robert Aderholt"" <raderholt@mail.house.gov>",Democrats 2nd Amendment Attack,A000055
3/27/21 9:30,"""Rep. Adrian Smith"" <repadriansmith@mail8.housecommunications.gov>",The Need for a Regulation Rewind,S001172
3/27/21 10:00,Congresswoman Claudia Tenney <reptenney@mail8.housecommunications.gov>,This Week with Claudia #NY22,T000478
3/27/21 10:06,Congressman Rodney Davis <noreply@mail8.housecommunications.gov>,Weekly Update: Helping Local Communities Recover from Disasters,M001159
3/27/21 10:11,"""Congressman Ron Estes"" <ron.estes@mail.house.gov>",Honoring Deputy Kunze | Ways and Means Roundtables,E000298
3/27/21 10:12,Congresswoman Jackie Walorski <jackie.walorski@congressnewsletter.net>,Reopening America,W000813
3/27/21 10:43,"""Rep. Randy Feenstra"" <repfeenstra@mail8.housecommunications.gov>",Randy’s Roundup: Celebrating Iowa Agriculture; Update on Sarah’s Law,F000446
3/27/21 11:21,"""Rep. Mikie Sherrill"" <noreply@mail.house.gov>",Supporting Our Veterans,H001083
3/27/21 12:00,"""Rep. Steel"" <repsteel@mail8.housecommunications.gov>",Keeping you updated,S001135
3/27/21 12:02,"""Congressman Markwayne Mullin"" <ContactRepMullin@mail.house.gov>",Holding Big Tech Accountable,M001190
3/27/21 12:04,"""Congressman Glenn Grothman"" <CongressmanGrothman@mail.house.gov>",Rep. Grothman Newsletter- Neil Hansen's Story,G000576
3/27/21 13:02,Congressman Bruce Westerman <info@ar04bw.congressnewsletter.net>,Extended Tax Filing Deadline,W000821
3/27/21 13:04,"""Blumenauer, Earl"" <Congressman.EarlBlumenauer@mail.house.gov>",An attack on democracy in Georgia,B000574
3/27/21 15:19,Congresswoman Lauren Boebert <info@co03lb.congressnewsletter.net>,Caring for Colorado,B000825
3/28/21 10:01,"""Congressman Buddy Carter"" <GA01Newsletter@mail.house.gov>",This Week on Buddy's Briefing,C001103
3/28/21 10:28,"""Congressman Paul Gosar"" <Rep.Paul.Gosar@mail.house.gov>",This Week with Gosar,G000565
3/28/21 10:28,"""Senator Pat Toomey"" <pat_noreply@toomey.senate.gov>",Attention Pennsylvania Veterans,T000461
3/28/21 10:31,"""Rep. Bilirakis"" <repbilirakis@mail8.housecommunications.gov>",New Vaccination Information and Other Important Updates,B001257
3/28/21 11:01,"""Congresswoman Carol Miller"" <miller.newsletter@mail.house.gov>",Touring Southern West Virginia,M001205
3/28/21 11:30,"""Rep. Mace"" <repmace@mail8.housecommunications.gov>",#LowcountryFirst Newsletter: Keeping Washington Accountable to You,M000194
3/28/21 11:39,Congressman Cliff Bentz <repbentz@mail8.housecommunications.gov>,E-Newsletter,B000668
3/28/21 11:59,"""Congressman Tom Rice"" <rice.press@mail.house.gov>","Rice Report: March 28, 2021",R000597
3/28/21 12:10,Congresswoman María Elvira Salazar <repsalazar@mail8.housecommunications.gov>,"Happy Sunday, South Florida!",S000168
3/28/21 13:27,"""Rep. Dave Joyce"" <repjoyce@mail8.housecommunications.gov>",Dave's Weekly Wrap,J000295
3/28/21 14:15,"""Rep. David Kustoff"" <repkustoff@mail8.housecommunications.gov>",An Update from Congressman David Kustoff,K000392
3/28/21 14:33,"""Congressman Brian Babin"" <repbrianbabin@mail.house.gov>",The Biden Administration Is Failing America,B001291
3/28/21 15:01,"""Congressman Patrick McHenry"" <patrick.mchenry@mail.house.gov>",Congressman McHenry Weekly Update,M001156
3/28/21 15:49,"""Rep. Jay Obernolte"" <repobernolte@mail8.housecommunications.gov>",The latest news for you,O000019
3/28/21 16:47,"""Rep. Alma S. Adams, Ph.D."" <no-reply@mail.house.gov>","American Rescue Plan - Help Is Here!  Information Session on Tuesday, March 30 at 6p",A000370
3/28/21 16:55,"""Congressman Jason Smith"" <JasonSmithNewsletter@mail.house.gov>",A Rush to Judgement,S001195
3/28/21 17:12,"""Rep. Suzan DelBene"" <repdelbene@mail8.housecommunications.gov>",Enough is Enough,D000617
3/28/21 18:13,"""Senator Bob Menendez"" <updates@menendez.senate.gov>",The Fight for Justice and Equality Continues,M000639
3/28/21 18:44,"""Rep. Tony Gonzales"" <repgonzales@mail8.housecommunications.gov>",An Update in Congress,G000594
3/28/21 18:58,"""Senator Rob Portman"" <no_reply@portman.senate.gov>","Rob’s Rundown: Week of 22 – March 26, 2021",P000449
3/28/21 21:41,"""Rep. Lizzie Fletcher"" <no-reply@mail.house.gov>",Weekly Wrap Up,F000468
3/28/21 21:49,"""Rep. Brad Wenstrup"" <Representative.Wenstrup@mail.house.gov>",Have a Blessed Holy Week,W000815
3/29/21 9:40,"""Senator Roger Wicker"" <Roger_Wicker@Wicker.senate.gov>",Wicker Fights to Prevent Federal Takeover of Elections,W000437
3/29/21 9:47,"""U.S. Congresswoman Stephanie Murphy"" <stephanie.murphy@mail.house.gov>",Join Us TODAY for the Launch of Stephanie's Scholars,M001202
3/29/21 10:10,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Register Today! Spring 2021 Job & Career Fair This Week,E000297
3/29/21 10:45,"""U.S. Rep. Newman"" <repnewman@mail8.housecommunications.gov>",REMINDER: Stop by and meet your Congresswoman TODAY!,N000192
3/29/21 11:46,"""Representative Byron Donalds"" <RepByronDonalds.noresponse@mail.house.gov>",Newsletter,D000032
3/29/21 12:58,"""Rep. Blake Moore"" <repblakemoore@mail8.housecommunications.gov>","Rep. Blake Moore's Weekly Newsletter: Visit to Box Elder County, northern Utah's vaccination efforts, virtual committee hearings, and more!",M001213
3/29/21 13:08,Congressman Bruce Westerman <info@ar04bw.congressnewsletter.net>,Correction: Extended Tax Filing Deadline,W000821
3/29/21 14:44,"""Congresswoman Joyce Beatty"" <congresswoman.beatty@mail.house.gov>",Don’t Be Another Statistic. Get the COVID-19 Vaccine!,B001281
3/29/21 14:44,"""Senator Rick Scott"" <Outreach@rickscott.senate.gov>",Sen. Rick Scott Recognizes National Mom and Pop Business Owners Day,S001217
3/29/21 14:45,Office of Congresswoman Marjorie Taylor Greene <repgreene@mail8.housecommunications.gov>,"Update from the House of Hypocrites and Georgia's 14th District - March 29th, 2021",G000596
3/29/21 15:36,"""Rep. Tom Malinowski"" <RepTomMalinowski@mail.house.gov>",WATCH TOM'S LATEST FORUM: Combating Online Extremism,M001203
3/29/21 15:43,"""Rep. Lou Correa"" <noreply@mail8.housecommunications.gov>",ICYMI: Your stimulus check is on the way,M001159
3/29/21 15:46,"""Steve Stivers"" <Stivers.Enews@mail.house.gov>",Are you looking for a job? Save this email.,S001187
3/29/21 15:50,"""Sen. Ron Johnson"" <newsletter@ronjohnson.senate.gov>",What I Saw at the Border,J000293
3/29/21 16:05,Congresswoman Beth Van Duyne <repvanduyne@mail8.housecommunications.gov>,District Update from Rep. Beth Van Duyne,V000134
3/29/21 16:21,"""Rep. Jimmy Gomez"" <Congressman.Gomez@mail.house.gov>",The American Rescue Plan in Action,G000585
3/29/21 16:33,"""Rep. Hank Johnson"" <Rep.HankJohnson@MAIL.HOUSE.GOV>","Honoring Trailblazing Women, Free Tax Help & More Help From The Rescue Plan",J000288
3/29/21 17:12,"""Senator Catherine Cortez Masto"" <Senator@cortezmasto.senate.gov>",Senator Cortez Masto's Grants eNewsletter - American Rescue Plan,C001113
3/29/21 17:24,"""Congressman David Price"" <Price@mail.house.gov>",Calling all 4th District High Schoolers: The 2021 Virtual Congressional Art Competition is Now Open!,P000523
3/29/21 17:25,"""Senator Tim Scott"" <donotreply@scott.senate.gov>",A Great Opportunity Society,S001184
3/29/21 17:49,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Relief Right Now ¡Ayuda ahora!,E000297
3/29/21 17:53,"""Congressman Jerry Nadler"" <CongressmanNadler@mail.house.gov>",Signing the American Rescue Plan Into Law,N000002
3/29/21 18:11,"""Senator Mike Lee"" <SenMikeLee@lee.senate.gov>",Exposing the Humanitarian Crisis on the Southern Border,L000577
3/29/21 18:26,"""Congressman Mark DeSaulnier"" <Congressman.DeSaulnier@mail.house.gov>",The DeSaulnier Digest: TOMORROW'S Town Hall and Updates from Committee Work Week,D000623
3/29/21 18:30,"""Rep. Lizzie Fletcher"" <no-reply@mail.house.gov>",Getting Your COVID-19 Vaccine,F000468
3/29/21 19:38,"""Senator Jerry Moran"" <Do_Not_Reply@moran.senate.gov>",My Bill to Vaccinate Veterans’ Spouses and Caregivers Signed Into Law,M000934
3/29/21 19:39,"""Congressman Drew Ferguson"" <RepDrewFerguson.GA03@mail.house.gov>",Weathering the Storm,F000465
3/29/21 19:47,"""Senator Todd Young"" <contact@young.senate.gov>",How Many Terrorists Are Crossing Our Southern Border?,Y000064
3/29/21 20:11,"""Rep. Peter Meijer"" <repmeijer@mail8.housecommunications.gov>","Meijer's Monday Message: March 29, 2021",M001186
3/29/21 21:10,"""Representative Abigail Spanberger"" <Press.Spanberger@mail.house.gov>",NEW: Virtual Office Hours,S001209
3/29/21 22:24,"""Congressman French Hill"" <congressman.hill@mail.house.gov>","District Update: It’s True: Biden Wants to Send Billions ""No Strings Attached"" to China, Iran, Russia, and Venezuela",H001072
3/30/21 9:32,"""Senator Kevin Cramer"" <Outreach@Cramer.Senate.gov>",My Weekly Newsletter,C001096
3/30/21 10:22,Congressman Rodney Davis <noreply@mail8.housecommunications.gov>,Weekly Update:  Helping Local Communities Recover from Disasters,M001159
3/30/21 10:44,"""Rep. Burgess Owens"" <repowens@mail8.housecommunications.gov>",The Huddle: A Congressional Update,O000086
3/30/21 11:19,"""Congresswoman Lori Trahan"" <Rep.LoriTrahan@mail.house.gov>",A big win for small businesses,T000482
3/30/21 11:54,"""Congressman David Price"" <Price@mail.house.gov>",Join Me and Local Experts for a Small and Minority-Owned Business Town Hall,P000523
3/30/21 12:25,"""Congresswoman Gwen Moore"" <wi04ma@mail.house.gov>",Join me *Today* for a Town Hall!,M001160
3/30/21 14:06,Congressman Michael Cloud <noreply@mail8.housecommunications.gov>,Supporting American Agriculture,M001159
3/30/21 15:05,"""Congressman Tom Rice"" <rice.press@mail.house.gov>",Covid-19 Vaccine Newsletter,R000597
3/30/21 15:26,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Rep. Espaillat Applauds Federal Advancement of New York City Congestion Pricing Plan,E000297
3/30/21 16:29,"""Congressman Ronny Jackson"" <CongressmanRonnyJackson.noreply@mail.house.gov>",Ronny's Roundup: From the border,J000304
3/30/21 16:35,"""Rep. Tom Malinowski"" <RepTomMalinowski@mail.house.gov>",Zoom with Tom During Congress In Your Kitchen!,M001203
3/30/21 16:42,"""The Office of Congressman Jack Bergman"" <Constituent.bergman@mail.house.gov>",Bergman Update on Relief for Small Businesses,B001301
3/30/21 17:19,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Virtual Job Fair Happening Tomorrow: Register Today!,E000297
3/30/21 17:31,"""Rep. Dan Newhouse"" <repnewhouse@mail8.housecommunications.gov>",Weekly Column: WHO Is Pulling the Strings?,N000189
3/30/21 17:31,"""Rep. Dan Newhouse"" <repnewhouse@mail8.housecommunications.gov>",Weekly Column: WHO Is Pulling the Strings?,N000189
3/30/21 18:13,"""Congressman Charlie Crist"" <CharlieCrist-FL.noreply@mail.house.gov>",Watch Congressman Crist on MSNBC Tonight at 8 pm,C001111
3/30/21 18:44,"""Representative Abigail Spanberger"" <Press.Spanberger@mail.house.gov>",Upcoming Town Hall,S001209
3/30/21 20:08,U.S. Rep. Newman <repnewman@mail8.housecommunications.gov>,Hello Lindsey! An update from your Congresswoman!,N000192
3/31/21 4:15,"""Senator Thom Tillis"" <donotreply@tillis.senate.gov>",Addressing the Crisis at the Southern Border,T000476
3/31/21 8:33,"""Congressman David Price"" <Price@mail.house.gov>",FW: Join Me Next Week – COVID-19 Public Health Research in North Carolina’s 4th District,P000523
3/31/21 9:58,"""Office of Senator Ted Cruz"" <newsletter@cruz.senate.gov>","As This Border Crisis Unfolds, President Biden is Silent",C001098
3/31/21 10:03,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>","Starting Now! Jobs, Jobs, Jobs",E000297
3/31/21 10:28,"""Office of U.S. Senator Tammy Baldwin"" <enews@baldwin.senate.gov>",Baldwin Takes Action to Expand Emergency Broadband Benefit Access,B001230
3/31/21 10:33,Senator John Cornyn <info@cornyn.enews.senate.gov>,These resources may help you.,C001056
3/31/21 10:42,"""Rep. Bilirakis"" <repbilirakis@mail8.housecommunications.gov>",Reminder: New Vaccination Information and Other Important Updates,B001257
3/31/21 11:02,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",ICYMI - Espaillat Applauds Federal Advancement of NYC Congestion Pricing Plan,E000297
3/31/21 11:04,"""Congressman Henry Cuellar"" <rep.cuellar@mail.house.gov>",Congressional Report,C001063
3/31/21 11:17,"""Congressman Antonio R. Delgado"" <RepAntonioDelgado@mail.house.gov>",Working for YOU: March in Review,D000630
3/31/21 11:56,Congresswoman Nicole Malliotakis <repmalliotakis@mail8.housecommunications.gov>,An update from Congresswoman Nicole Malliotakis,M000317
3/31/21 12:14,"""Congressman Raja Krishnamoorthi"" <CongressmanRaja@mail.house.gov>",Invitation To My Zoom Tele-Town Hall On Monday,K000391
3/31/21 12:57,"""Congresswoman Joyce Beatty"" <congresswoman.beatty@mail.house.gov>",Getting More Americans Vaccinated!,B001281
3/31/21 13:43,"""Rep. Paul Tonko"" <TonkoTownHall@mail.house.gov>",Federal Grant Opportunity: Community Project Funding,T000469
3/31/21 15:05,"""Rep. Fallon"" <repfallon@mail8.housecommunications.gov>","Lindsey, Let's talk about the border",F000246
3/31/21 15:31,"""Rep. Trey Hollingsworth"" <noreply@mail8.housecommunications.gov>",Poll: Taxpayer Funded Elections,M001159
3/31/21 16:51,"""Congressman Ro Khanna"" <RepRoKhanna@mail.house.gov>",March Updates from DC and the District,K000389
3/31/21 17:00,Congressman Garret Graves <LA06News@mail.house.gov>,Your E-Newsletter from Congressman Garret Graves,G000577
3/31/21 17:09,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",ESPAILLAT LEADS PUSH TO REESTABLISH PLEDGE TO INTERNATIONAL GREEN CLIMATE FUND,E000297
3/31/21 17:14,"""U.S. Congresswoman Stephanie Murphy"" <stephanie.murphy@mail.house.gov>",Meet the 2021 Women of the Year,M001202
3/31/21 17:15,"""Rep. Nikema Williams"" <repwilliams@mail8.housecommunications.gov>",HAPPENING SOON - Rep. Williams Hosts Town Hall on American Rescue Plan,W000788
3/31/21 17:55,"""Senator Martin Heinrich"" <donotreply@heinrich.senate.gov>",Thrilled,H001046
3/31/21 18:35,"""Congresswoman Jaime Herrera Beutler"" <WA03.HerreraBeutler@mail.house.gov>",Do you support a state income tax?,H001056
3/31/21 18:38,"""Senator Susan Collins"" <susan@collins.senate.gov>",Sen. Collins Welcomes CDC School Reopening Guidance; Co-Authors New Law to Extend PPP Deadline; Visits Scarborough Downs Vaccination Clinic; and More,C001035
